product_id,spec_name,spec_value
23,Cổng giao tiếp,"1 x USB Type-C™ port supporting:
• USB 3.2 Gen 2 (up to 10 Gbps)
• DisplayPort over USB-C
• Thunderbolt™ 4
• USB charging 5 V; 3 A
• DC-in port 20 V; 65 W
3 x USB Standard-A ports, supporting:
• One port for USB 3.2 Gen 1 featuring power off USB charging
• Two ports for USB 3.2 Gen 1
1 x HDMI® 2.1 port with HDCP support
1 x 3.5 mm headphone/speaker jack, supporting headsets with built-in
microphone
1 x Ethernet (RJ-45) port
1 x DC-in jack for AC adapter"
23,Audio,DTS® X:Ultra
23,Bàn phím,Led trắng
23,Đọc thẻ nhớ,None
23,Chuẩn LAN,Gigabit Ethernet
23,Chuẩn WIFI,"802.11a/b/g/n/ac+ax wireless LAN
Dual Band (2.4 GHz and 5 GHz)"
23,Bluetooth,Bluetooth® 5.1
23,Webcam,720p HD audio/video recording
23,Hệ điều hành,Windows 11 Home
23,Pin,4 Cell 57WHr
23,Trọng lượng,2.1 kg
23,Màu sắc,Obsidian Black
23,Kích thước,362.3 (W) x 239.89 (D) x 22.9/26.9 (H) mm
24,CPU,"Intel® Core™ i7-14700HX (1.5GHz upto 5.5GHz, 20 cores 28 threads, 33 MB Intel® Smart Cache)"
24,RAM,"16GB (2 x 8GB) DDR5 5600MHz (2x SO-DIMM socket, up to 96GB SDRAM)"
24,Ổ cứng,"1TB NVMe PCIe SSD Gen4x4 (còn trống 1 slot, nâng cấp tối đa 2TB)"
24,VGA,"NVIDIA® GeForce RTX™ 4050 Laptop GPU 6GB GDDR6
Up to 2355MHz Boost Clock 105W Maximum Graphics Power with Dynamic Boost."
24,Màn hình,"16inch 16:10 FHD+(1920 x 1200) IPS-level, 165Hz, 100% sRGB"
24,Cổng giao tiếp,"1x Type-C (USB3.2 Gen2 / DP) with PD charging
3x Type-A USB3.2 Gen1
1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz)
1x RJ45"
24,Bàn phím,24-Zone RGB Gaming Keyboard
24,Audio,2x 2W Speaker
24,Chuẩn LAN,Gigabit Ethernet
24,Chuẩn WIFI,802.11 ax Wi-Fi 6E
24,Bluetooth,v5.3
24,Webcam,"HD type (30fps@720p)
3D Noise Reduction (3DNR)"
24,Hệ điều hành,Windows 11 Home
24,Pin,"4-Cell
65 Battery (Whr)"
24,Trọng lượng,2.3 kg
24,Màu sắc,Cosmos Gray
24,Kích thước,359 x 266.4 x 21.8-27.7 mm
25,CPU,"Intel® Core™ Ultra 7 Processor 155H, 16 nhân 22 luồng, upto 3.8Ghz - 4.8Ghz, 24 MB Intel® Smart Cache"
25,RAM,32GB (1*32GB) LPDDR5X 7467Mhz (Không nâng cấp)
25,Ổ cứng,2TB PCIe NVMe SED SSD (nâng cấp tối đa 2TB SSD)
25,VGA,"NVIDIA® GeForce RTX™ 4060 with 8 GB of dedicated GDDR6 VRAM, supporting 3072 NVIDIA® CUDA® Cores"
25,Màn hình,"16"" 2.5K (2560x1600) 500nits, 100% DCI-P3, 240Hz, Acer ComfyView™ LED-backlit, Nvidia Advanced Optimus capable, 16:10 aspect ratio, Wide viewing angle up to 170 degrees"
25,Cổng giao tiếp,"2x USB Type-C™ ports USB Type-C™ port, supporting: 
 • USB 3.2 Gen 2x2 (up to 20 Gbps) 
 • DisplayPort over USB-C 
 • Thunderbolt™ 4 
 • USB charging 5 V; 3 A 
 • DC-in port 20 V; 65 W 
 USB Type-C™ port supporting: 
 • USB 3.2 Gen 2 (up to 10 Gbps) 
 • DisplayPort over USB-C 
 • USB charging 5 V; 3 A 
 • DC-in port 20 V; 65 W 
2x USB Standard-A ports, supporting: 
 • One port for USB 3.2 Gen 2 
 • One port for USB 3.2 Gen 2 featuring power off USB charging microSD™ Card reader 
1x HDMI® 2.1 port with HDCP support 
1x DC-in jack for AC adapter 
1x 3.5 mm headphone/speaker jack, supporting headsets with built-in microphone"
25,Bàn phím,"3-zone RGB
Finger Print trên Touchpad"
25,Audio,DTS X:Ultra Audio
25,Tản nhiệt,"Dual Fan (1x AeroBlade 3D 5th gen), Liquid Metal, Vector heat pipes"
25,Chuẩn LAN,None
25,Chuẩn WIFI,Killer™ Wireless Wi-Fi 6E 1675i 
25,Bluetooth,v5.3
25,Webcam,1080p HD video at 60 fps with Temporal Noise Reduction
25,Hệ điều hành,Windows 11 Home
25,Pin,76Whr Li-ion Battery
25,Trọng lượng,2.05 kg
25,Màu sắc,Sparkly silver
25,Chất liệu,"Cover A, C: Aluminium
Cover B, D: Plastic"
25,Kích thước,356 (W) x 249.17 (D) x 20.83/18.82 (H) mm
26,CPU,"Intel® Core™ Ultra 7 155H, 1.40 GHz upto 4.80 GHz, 16 nhân 22 luồng, 24MB Intel® Smart Cache"
26,RAM,32GB LPDDR5 Onboard 6400Mhz
26,Ổ cứng,1TB PCIe NVMe SED SSD (Không nâng cấp được)
26,Card đồ họa,NVIDIA® GeForce RTX™ 4070 with 8 GB GDDR6 VRAM
26,Màn hình,"14.5"" 2.8K WQXGA+ (2880x1800) OLED, 120Hz, 400 nits. DCI-P3 100%, Adobe100%"
26,Cổng giao tiếp,"2x USB Type-C™, supporting:
 • USB4® 40Gbps
 • DisplayPort over USB-C
 • Thunderbolt™ 4
 • USB charging 5 V; 3 A
 • DC-in port 20 V; 100 W
2x USB Standard A, supporting:
 • One port for USB 3.2 Gen 1
 • One port for USB 3.2 Gen 2 featuring power off USB charging
1x HDMI® 2.1 port with HDCP support
1x microSD™ Card reader
1x 3.5 mm headphone/speaker jack, supporting headsets with built-in
 microphone"""
26,Audio,"DTS® X:Ultra Audio, featuring optimized Bass, Loudness, Speaker"
26,Bàn phím,"Có LED trắng, bảo mật vân tay"
26,Bảo mật,"Firmware Trusted Platform Module (TPM) solution 
BIOS user, supervisor passwords"
26,Chuẩn WIFI,Killer™ Wireless Wi-Fi 6E 1675i  (802.11 a/b/g/n/ac/ax wireless LAN)
26,Bluetooth,v5.3
26,Webcam,FHD Camera
26,Hệ điều hành,Windows 11 Home Single Language
26,Trọng lượng,1.5kg
26,Pin,76Whr Li-ion battery
26,Kích thước,322.79 (W) x 228.12 (D) x 17.9 (H) mm
26,Chất liệu,"Cover A/C/D: Aluminum
 Cover B: Plastic"
26,Màu sắc,Steel Gray
27,CPU,"Intel® Core™ Ultra 7 155H, 1.40 GHz upto 4.80 GHz, 16 nhân 22 luồng, 24MB Intel® Smart Cache"
27,RAM,32GB LPDDR5 Onboard 6400Mhz
27,Ổ cứng,1TB PCIe NVMe SED SSD (Không nâng cấp được)
27,Card đồ họa,NVIDIA® GeForce RTX™ 4060 with 8 GB GDDR6
27,Màn hình,"14.5"" 2.8K WQXGA+ (2880x1800) OLED, 120Hz, 400 nits. DCI-P3 100%, Adobe100%"
27,Cổng giao tiếp,"2x USB Type-C™, supporting:
 • USB4® 40Gbps
 • DisplayPort over USB-C
 • Thunderbolt™ 4
 • USB charging 5 V; 3 A
 • DC-in port 20 V; 100 W
2x USB Standard A, supporting:
 • One port for USB 3.2 Gen 1
 • One port for USB 3.2 Gen 2 featuring power off USB charging
1x HDMI® 2.1 port with HDCP support
1x microSD™ Card reader
1x 3.5 mm headphone/speaker jack, supporting headsets with built-in
 microphone"""
27,Audio,"DTS® X:Ultra Audio, featuring optimized Bass, Loudness, Speaker"
27,Bàn phím,"Có LED trắng, bảo mật vân tay"
27,Bảo mật,"Firmware Trusted Platform Module (TPM) solution 
BIOS user, supervisor passwords"
27,Chuẩn WIFI,Killer™ Wireless Wi-Fi 6E 1675i  (802.11 a/b/g/n/ac/ax wireless LAN)
27,Bluetooth,v5.3
27,Webcam,FHD Camera
27,Hệ điều hành,Windows 11 Home Single Language
27,Trọng lượng,1.5kg
27,Pin,76Whr Li-ion battery
27,Kích thước,322.79 (W) x 228.12 (D) x 17.9 (H) mm
27,Chất liệu,"Cover A/C/D: Aluminum
 Cover B: Plastic"
27,Màu sắc,Steel Gray
29,CPU,"Intel® Core™ i9 Processor 14900HX 2.2 GHz (36MB Cache, up to 5.8 GHz, 24 cores, 32 Threads)"
29,RAM,"64GB (2x32GB) DDR5 5600MHz (2x SO-DIMM socket, up to 64GB SDRAM)"
29,Ổ Cứng,2TB PCIe® 4.0 NVMe™ M.2 Performance SSD (Còn trống 1 khe M.2 PCIe Gen4x4)
29,Card đồ họa,"NVIDIA® GeForce RTX™ 4090 16GB GDDR6 (686 AI TOPs)
ROG Boost: 2090MHz* at 175W (2040MHz Boost Clock+50MHz OC, 150W+25W Dynamic Boost)"
29,Màn hình,"16"" WQXGA (2560 x 1600) 16:10, 240Hz/3ms, MiniLed, Non-Glare, NanoEdge, DCI-P3:100.00%, 1100nits, G-Sync, Pantone Validated, ROG Nebula Display, Support Dolby Vision HDR"
29,Cổng kết nối,"1x 3.5mm Combo Audio Jack
1x HDMI 2.1 FRL
1x Thunderbolt™ 4 support DisplayPort™ / G-SYNC
1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery / G-SYNC
2x USB 3.2 Gen 2 Type-A
1x 2.5G LAN port"
29,Bàn phím,Backlit Chiclet Keyboard Per-Key RGB
29,Audio,"Dolby Atmos, Hi-Res certification, Smart Amp Technology, AI noise-canceling technology"
29,Lan,10/100/1000/2500 Mbps
29,Wifi + Bluetooth,Wi-Fi 6E(802.11ax) (Triple band) 2*2 + Bluetooth® 5.3 Wireless Card
29,Webcam,720P HD camera
29,Hệ điều hành,Windows 11 Home
29,Pin,"90WHrs, 4S1P, 4-cell Li-ion"
29,Trọng lượng,2.65 kg
29,Màu sắc,Off Black
29,Kích thước,35.4 x 26.4 x 2.26 ~ 3.04 cm
30,CPU,"Intel® Core™ i5-12450HX, 8C (4P + 4E) / 12T, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB"
30,RAM,"12GB (1x12GB) DDR5-4800 SO-DIMM (2x SO-DIMM socket, up to 32GB SDRAM)"
30,Ổ cứng,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (2 Slots: M.2 2242/M.2 2280 PCIe 4.0 x4)
30,Card đồ họa,"NVIDIA® GeForce RTX™ 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 105W"
30,Màn hình,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®"
30,Cổng kết nối,"1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with PD 140W and DisplayPort™ 1.4
3x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1x HDMI® 2.1, up to 8K/60Hz
1x Ethernet (RJ-45)
1x Headphone / microphone combo jack (3.5mm)
1x Power connector"
30,Bàn phím,"White Backlit, English"
30,Audio,"Stereo speakers, 2W x2, optimized with Nahimic Audio"
30,Chuẩn Lan,100/1000M
30,Wifi + Bluetooth,"Wi-Fi® 6, 11ax 2x2 + BT5.2"
30,Webcam,FHD 1080p with E-shutter
30,Hệ điều hành    ,"Windows® 11 Home Single Language, English"
30,Pin,Integrated 60Wh (3 Cell)
30,Trọng lượng,2.38 kg
30,Màu sắc,Luna Grey
30,Chất liệu,"PC-ABS (Top), PC-ABS (Bottom)"
30,Kích thước    ,359.86 x 258.7 x 21.9-23.9 mm (14.17 x 10.19 x 0.86-0.94 inches)
31,CPU,"AMD Ryzen™ AI 9 HX 370 Processor 2.0GHz (36MB Cache, up to 5.1GHz, 12 cores, 24 Threads); AMD Ryzen™ AI up to 81 TOPs"
31,RAM,32GB LPDDR5X on board
31,Ổ cứng,1TB M.2 NVMe™ PCIe® 4.0 SSD
31,VGA,AMD Radeon™ Graphics
31,Màn hình,"14"" 3K (2880 x 1800) OLED 16:10 aspect ratio, 120Hz refresh rate, 600nits HDR peak brightness, 100% DCI-P3 color gamut, Gamut mapping, Contrast ratio 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, Glossy display, 70% less harmful blue light, Screen-to-body ratio: 87％"
31,Cổng giao tiếp,"1x USB 3.2 Gen 1 Type-C support display / power delivery
2x USB 3.2 Gen 1 Type-A
1x USB 4.0 Gen 3 Type-C support display / power delivery
1x HDMI 2.1 TMDS
1x 3.5mm Combo Audio Jack
Micro SD card reader"
31,Bàn phím,Backlit Chiclet Keyboard 1-Zone RGB without Num-key With Copilot key
31,Audio,Smart Amp Technology harman/kardon (Mainstream)
31,Đọc thẻ nhớ,None
31,Chuẩn LAN,None
31,Chuẩn WIFI,Wi-Fi 6E(802.11ax) (Dual band) (2x2)
31,Bluetooth,v5.3
31,Webcam,FHD camera with IR function to support Windows Hello ; With privacy shutter
31,Hệ điều hành,Windows 11 Home
31,Pin,4 Cells 75WHrs
31,Trọng lượng,1.3 kg
31,Màu sắc,Cool Silver
31,Chất liệu,Mặt A C D: Aluminum
31,Kích thước,31.05 x 22.19 x 1.39 ~ 1.59 cm
32,CPU,"Intel® Core™ Ultra 5 Processor 125H 1.2 GHz (18MB Cache, up to 4.5 GHz, 14 cores, 18 Threads); Intel® AI Boost NPU"
32,RAM,16GB LPDDR5X Onboard 7467Mhz
32,Ổ cứng,512GB M.2 NVMe™ PCIe® 4.0 SSD
32,VGA,Intel® Arc™ Graphics
32,Màn hình,"14"" 3K (2880 x 1800) OLED 16:10 aspect ratio, 120Hz refresh rate, 600nits HDR peak brightness, 100% DCI-P3 color gamut, Gamut mapping, Contrast ratio 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, Glossy display, 70% less harmful blue light, Screen-to-body ratio: 87％"
32,Cổng giao tiếp,"2x Thunderbolt™ 4 supports display / power delivery
2x USB 3.2 Gen 1 Type-A
1x HDMI 2.1 TMDS
1x 3.5mm Combo Audio Jack Micro SD card reader"
32,Bàn phím,Backlit Chiclet Keyboard 1-Zone RGB without Num-key With Copilot key
32,Audio,Harman/Kardon
32,Đọc thẻ nhớ,None
32,Chuẩn LAN,None
32,Chuẩn WIFI,Wi-Fi 6E(802.11ax) (Dual band) (2x2)
32,Bluetooth,v5.3
32,Webcam,FHD camera with IR function to support Windows Hello ; With privacy shutter
32,Hệ điều hành,Windows 11 Home + Office Home & Student 2021
32,Pin,4 Cells 75WHrs
32,Trọng lượng,1.3 kg
32,Màu sắc,Mist Blue
32,Chất liệu,Mặt A C D: Aluminum
32,Kích thước,35.93 x 22.94 x 1.79 ~ 1.79 cm
33,CPU,"Intel® Core™ Ultra 7 processor 155H (upto 4.8GHz, 16 lõi 22 luồng, 24 MB Intel® Smart Cache)"
33,RAM,16GB (1x16GB) LPDDR5 6400MHz Onboard (Không nâng cấp được)
33,Ổ cứng,"512GB PCIe NVMe SED SSD (2 slots, nâng cấp tối đa 2TB)"
33,Card đồ họa,Intel® ARC™ Graphics
33,Màn hình,"14"" 2.8K (2880x1800) OLED 16:10 aspect ratio, 90Hz, 400nits, DCI-P3 100%, Adobe100%"
33,Cổng giao tiếp," 2x USB Type-C™ 
  port supporting:
 • USB4® 40Gbps
 • Thunderbolt™ 4
 • USB charging 5 V; 3 A
 • DC-in port 20 V; 100 W
2x USB Standard-A ports, supporting:
 • One port for USB 3.2 Gen 1
 • One port for USB 3.2 Gen 1 featuring power off USB charging
1x microSD™ Card reader
1x Headphone/speaker jack
1x HDMI®
1x 2.1 port with HDCP support"
33,Audio,Acer TrueHarmony technology
33,Bàn phím,"Có LED, Đơn sắc - Trắng"
33,Bảo mật,Power keycap fingerprint reader with on-chip matching design
33,Chuẩn WIFI,"Killer Wi-Fi 7 Wireless LAN
 • 802.11 a/b/g/n/ac/ax/be
 • Band: 2.4 GHz, 5 GHz, and 6 GHz
 • 2x2 MIMO technology"
33,Bluetooth,v5.3
33,Webcam,"2560 x 1440 resolution
1440p QHD video at 30 fps with Temporal"
33,Hệ điều hành,Windows 11 Home Single Language
33,Trọng lượng,1.32kg
33,Pin,65 Whr 4-cell 
33,Màu sắc,Pure Silver
33,Chất liệu,Cover A/C/D: Aluminum
33,Kích thước,312.9 (W) x 217.9 (D) x 14.9 (H) mm
34,CPU,"Intel Core i5-13420H 3.3GHz up to 4.4GHz, 12MB Smart Cache, 8 Cores 12 Threads"
34,Ram,"8GB (8x1) DDR5 5200MHz (2x SO-DIMM socket, up to 32GB SDRAM)"
34,Ổ cứng,"512GB PCIe NVMe SED SSD (Còn trống 1 khe SSD M.2 PCIE, nâng cấp tối đa 2TB)"
34,Card đồ họa,NVIDIA® GeForce RTX™ 4050 with 6 GB of dedicated GDDR6 VRAM
34,Màn hình,"15.6"" FHD (1920 x 1080) IPS, 144Hz, 3ms,  Acer ComfyView LED-backlit TFT LCD, 45% NTSC"
34,Cổng giao tiếp,"1 x USB Type-C™ port supporting:
• USB 3.2 Gen 2 (up to 10 Gbps)
• DisplayPort over USB-C
• Thunderbolt™ 4
• USB charging 5 V; 3 A
• DC-in port 20 V; 65 W
3 x USB Standard-A ports, supporting:
• One port for USB 3.2 Gen 1 featuring power off USB charging
• Two ports for USB 3.2 Gen 1
1 x HDMI® 2.1 port with HDCP support
1 x 3.5 mm headphone/speaker jack, supporting headsets with built-in
microphone
1 x Ethernet (RJ-45) port
1 x DC-in jack for AC adapter"
34,Audio,DTS® X:Ultra
34,Bàn phím,Led trắng
34,Đọc thẻ nhớ,None
34,Chuẩn LAN,Gigabit Ethernet
34,Chuẩn WIFI,"802.11a/b/g/n/ac+ax wireless LAN
Dual Band (2.4 GHz and 5 GHz)"
34,Bluetooth,Bluetooth® 5.1
34,Webcam,720p HD audio/video recording
34,Hệ điều hành,Windows 11 Home
34,Pin,4 Cell 57WHr
34,Trọng lượng,2.1 kg
34,Màu sắc,Obsidian Black
34,Kích thước,362.3 (W) x 239.89 (D) x 22.9/26.9 (H) mm
35,CPU,"Intel® Core™ Ultra 5 processor 125H (upto 4.5GHz, 14 lõi 18 luồng, 18 MB Intel® Smart Cache)"
35,RAM,16GB (1x16GB) LPDDR5 6400MHz Onboard (Không nâng cấp được)
35,Ổ cứng,"512GB PCIe NVMe SED SSD (2 slots, nâng cấp tối đa 2TB)"
35,Card đồ họa,Intel® ARC™ Graphics
35,Màn hình,"14"" 2.8K (2880x1800) OLED 16:10 aspect ratio, 90Hz, 400nits, DCI-P3 100%, Adobe100%"
35,Cổng giao tiếp," 2x USB Type-C™ 
  port supporting:
 • USB4® 40Gbps
 • Thunderbolt™ 4
 • USB charging 5 V; 3 A
 • DC-in port 20 V; 100 W
2x USB Standard-A ports, supporting:
 • One port for USB 3.2 Gen 1
 • One port for USB 3.2 Gen 1 featuring power off USB charging
1x microSD™ Card reader
1x Headphone/speaker jack
1x HDMI®
1x 2.1 port with HDCP support"
35,Audio,Acer TrueHarmony technology
35,Bàn phím,"Có LED, Đơn sắc - Trắng"
35,Bảo mật,Power keycap fingerprint reader with on-chip matching design
35,Chuẩn WIFI,"Killer Wi-Fi 7 Wireless LAN
 • 802.11 a/b/g/n/ac/ax/be
 • Band: 2.4 GHz, 5 GHz, and 6 GHz
 • 2x2 MIMO technology"
35,Bluetooth,v5.3
35,Webcam,"2560 x 1440 resolution
1440p QHD video at 30 fps with Temporal"
35,Hệ điều hành,Windows 11 Home Single Language
35,Trọng lượng,1.32kg
35,Pin,65 Whr 4-cell 
35,Màu sắc,Pure Silver
35,Chất liệu,Cover A/C/D: Aluminum
35,Kích thước,312.9 (W) x 217.9 (D) x 14.9 (H) mm
36,CPU,Intel Core i7-13700H 2.4GHz up to 5.0GHz 24MB
36,RAM,"32GB (2x16GB) DDR5 5200MHz (2x SO-DIMM socket, up to 32GB SDRAM)"
36,Ổ cứng,512GB PCIe® Gen4 NVMe™ TLC M.2 SSD (1 slot)
36,VGA,NVIDIA® GeForce RTX™ 3050 6GB GDDR6
36,Màn hình,"16.1"" FHD (1920 x 1080), 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC"
36,Cổng giao tiếp,"1x USB Type-C® 5Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge)
1x USB Type-A 5Gbps signaling rate (HP Sleep and Charge)
2x USB Type-A 5Gbps signaling rate
1x HDMI 2.1
1x RJ-45
1x AC smart pin
1x headphone/microphone combo"
36,Bàn phím,"Full-size, 1-zone RGB backlit, moonstone grey keyboard with numeric keypad"
36,Audio,Audio by B&O; Dual speakers; HP Audio Boost
36,Chuẩn LAN,10/100/1000 GbE LAN
36,Chuẩn WIFI,MediaTek Wi-Fi 6E MT7922 (2x2)
36,Bluetooth,v5.3
36,Webcam,HP True Vision 1080p FHD camera with temporal noise reduction and integrated dual array digital microphones
36,Hệ điều hành,Windows 11 Home
36,Pin,4 Cell 70WHr
36,Trọng lượng,2.31 kg
36,Màu sắc,Performance Blue
36,Kích thước,36.9 x 25.94 x 2.29~2.39 cm
37,CPU,Intel Core i7-13700H 2.4GHz up to 5.0GHz 24MB
37,RAM,"32GB (2x16GB) DDR5 5200MHz (2x SO-DIMM socket, up to 32GB SDRAM)"
37,Ổ cứng,512GB PCIe® Gen4 NVMe™ TLC M.2 SSD (1 slot)
37,VGA,NVIDIA® GeForce RTX™ 4050 6GB GDDR6
37,Màn hình,"16.1"" FHD (1920 x 1080), 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC"
37,Cổng giao tiếp,"1x USB Type-C® 5Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge)
1x USB Type-A 5Gbps signaling rate (HP Sleep and Charge)
2x USB Type-A 5Gbps signaling rate
1x HDMI 2.1
1x RJ-45
1x AC smart pin
1x headphone/microphone combo"
37,Bàn phím,"Full-size, 1-zone RGB backlit, moonstone grey keyboard with numeric keypad"
37,Audio,Audio by B&O; Dual speakers; HP Audio Boost
37,Chuẩn LAN,10/100/1000 GbE LAN
37,Chuẩn WIFI,MediaTek Wi-Fi 6E MT7922 (2x2)
37,Bluetooth,v5.3
37,Webcam,HP True Vision 1080p FHD camera with temporal noise reduction and integrated dual array digital microphones
37,Hệ điều hành,Windows 11 Home
37,Pin,4 Cell 70WHr
37,Trọng lượng,2.31 kg
37,Màu sắc,"Mica silver, dark chrome logo"
37,Kích thước,36.9 x 25.94 x 2.29~2.39 cm
38,CPU,Intel Core i7-13700H 2.4GHz up to 5.0GHz 24MB
38,RAM,"16GB (2x8GB) DDR5 5200MHz (2x SO-DIMM socket, up to 32GB SDRAM)"
38,Ổ cứng,512GB PCIe® Gen4 NVMe™ TLC M.2 SSD (1 slot)
38,VGA,"NVIDIA® GeForce RTX™ 4060 8GB GDDR6 (TGP: 120W, Boost clock: 2250 Mhz)"
38,Màn hình,"16.1"" FHD (1920 x 1080), 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC"
38,Cổng giao tiếp,"1x USB Type-C® 5Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge)
1x USB Type-A 5Gbps signaling rate (HP Sleep and Charge)
2x USB Type-A 5Gbps signaling rate
1x HDMI 2.1
1x RJ-45
1x AC smart pin
1x headphone/microphone combo"
38,Bàn phím,"Full-size, 1-zone RGB backlit, moonstone grey keyboard with numeric keypad"
38,Audio,Audio by B&O; Dual speakers; HP Audio Boost
38,Chuẩn LAN,10/100/1000 GbE LAN
38,Chuẩn WIFI,MediaTek Wi-Fi 6E MT7922 (2x2)
38,Bluetooth,v5.3
38,Webcam,HP True Vision 1080p FHD camera with temporal noise reduction and integrated dual array digital microphones
38,Hệ điều hành,Windows 11 Home
38,Pin,4 Cell 70WHr
38,Trọng lượng,2.31 kg
38,Màu sắc,"Mica silver, dark chrome logo"
38,Kích thước,36.9 x 25.94 x 2.29~2.39 cm
39,CPU,"AMD Ryzen™ 5 7235HS (4C / 8T, 3.2 / 4.2GHz, 2MB L2 / 8MB L3)"
39,RAM,"24GB (2x12GB) DDR5-4800 SO-DIMM (2x SO-DIMM socket, up to 32GB SDRAM)"
39,Ổ cứng,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® (2 Slots: M2 2242 PCIe 4.0 x4 Slot/ M.2 2280 PCIe 4.0 x4 Slot)
39,Card đồ họa,"NVIDIA® GeForce RTX™ 3050 6GB GDDR6, Boost Clock 1732MHz, TGP 95W"
39,Màn hình,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®"
39,Cổng kết nối,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4
1x HDMI® 2.1, up to 8K/60Hz
1x Headphone / microphone combo jack (3.5mm)
1x Ethernet (RJ-45)
1x Power connector"
39,Bàn phím,"White Backlit, English"
39,Audio,"Stereo speakers, 2W x2, optimized with Nahimic Audio"
39,Chuẩn Lan,100/1000M (RJ-45)
39,Wifi + Bluetooth,"Wi-Fi® 6, 11ax 2x2 + BT5.2"
39,Webcam,HD 720p with E-shutter
39,Hệ điều hành    ,"Windows® 11 Home Single Language, English"
39,Pin,Integrated 60Wh (4 Cell)
39,Trọng lượng,2.38 kg
39,Màu sắc,Luna Grey
39,Chất liệu,"PC-ABS (Top), PC-ABS (Bottom)"
39,Kích thước    ,359.86 x 258.7 x 21.9-23.9 mm (14.17 x 10.19 x 0.86-0.94 inches)
40,CPU,"AMD Ryzen™ 7 7435HS (8C / 16T, 3.1 / 4.5GHz, 4MB L2 / 16MB L3)"
40,RAM,"24GB (2x12GB) DDR5-4800 SO-DIMM (2x SO-DIMM socket, up to 32GB SDRAM)"
40,Ổ cứng,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® (2 Slots: M2 2242 PCIe 4.0 x4 Slot/ M.2 2280 PCIe 4.0 x4 Slot)
40,Card đồ họa,"NVIDIA® GeForce RTX™ 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 105W"
40,Màn hình,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®"
40,Cổng kết nối,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4
1x HDMI® 2.1, up to 8K/60Hz
1x Headphone / microphone combo jack (3.5mm)
1x Ethernet (RJ-45)
1x Power connector"
40,Bàn phím,"White Backlit, English"
40,Audio,"Stereo speakers, 2W x2, optimized with Nahimic Audio"
40,Chuẩn Lan,100/1000M (RJ-45)
40,Wifi + Bluetooth,"Wi-Fi® 6, 11ax 2x2 + BT5.2"
40,Webcam,HD 720p with E-shutter
40,Hệ điều hành    ,"Windows® 11 Home Single Language, English"
40,Pin,Integrated 60Wh (4 Cell)
40,Trọng lượng,2.38 kg
40,Màu sắc,Luna Grey
40,Chất liệu,"PC-ABS (Top), PC-ABS (Bottom)"
40,Kích thước    ,359.86 x 258.7 x 21.9-23.9 mm (14.17 x 10.19 x 0.86-0.94 inches)
41,CPU,"Intel® Core™ i7-13650HX, 14C (6P + 8E) / 20T, P-core 2.6 / 4.9GHz, E-core 1.9 / 3.6GHz, 24MB"
41,RAM,"24GB (2x12GB) SO-DIMM DDR5 4800MHz (2x SO-DIMM socket, up to 32GB SDRAM)"
41,Ổ cứng,"512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® (2 slots M.2 2280 PCIe® 4.0 x4, nâng cấp tối đa 2TB)"
41,Card đồ họa,"NVIDIA® GeForce RTX™ 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 140W, 233 AI TOPS"
41,Màn hình,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®"
